"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-5.49840744946748,0.397042064618957,-13.8484254930125,1.3003113473205e-43
"2","DM2DM",-0.498022559248833,0.152221157896125,-3.27170392166299,0.00106901463718233
"3","AGE",0.0319515480603032,0.00547114030766865,5.84001620567437,5.21957447432323e-09
